id	name	chromosome
62359	PDZK1IP1	1
62360	CDK5R2	2
62361	LINC00608	2
62362	ISY1-RAB43	3
62363	TAL1	1
62364	FEV	2
62365	NULL	17
62366	OOSP1P2	17
62367	MIR632	17
62368	NULL	17
62369	NULL	17
62370	NULL	17
62371	NULL	17
62372	CRYBA2	2
62373	NULL	17
62374	NULL	3
62375	NULL	17
62376	NULL	1
62377	Y_RNA	17
62378	ISY1	3
62379	LINC01389	1
62380	FOXE3	1
62381	RPL19	17
62382	FOXD2-AS1	1
62383	NCF2	1
62384	MIR375	2
62385	NULL	2
62386	LRRC66	4
62387	CFAP65	2
62388	ODAM	4
62389	CD55	1
62390	NULL	3
62391	LIMD1-AS1	3
62392	NULL	17
62393	SACM1L	3
62394	NULL	17
62395	PPM1N	19
62396	NULL	17
62397	NULL	17
62398	Y_RNA	17
62399	EIF4EP2	17
62400	LINC02075	17
62401	POLR2A	17
62402	PHB	17
62403	CERS1	19
62404	DDX60L	4
62405	OAS3	12
62406	ERFL	19
62407	CGB8	19
62408	IHH	2
62409	MIR3131	2
62410	NULL	2
62411	NULL	2
62412	LGALS7	19
62413	ZNF415	19
62414	RN7SL764P	2
62415	SLC23A3	2
62416	NULL	17
62417	SPNS2	17
62418	RN7SL145P	3
62419	NULL	3
62420	SLC6A20	3
62421	CXCL13	4
62422	DIO1	1
62423	KCNA7	19
62424	TRIML2	4
62425	UNC13A	19
62426	CNPPD1	2
62427	MYBBP1A	17
62428	OAS2	12
62429	NSG1	4
62430	TM7SF2	11
62431	NULL	3
62432	SDHDP4	3
62433	Y_RNA	3
62434	FYCO1	3
62435	RETREG2	2
62436	VHLL	1
62437	LRRC52	1
62438	PKP1	1
62439	CCER2	19
62440	C12orf43	12
62441	CYP4F11	19
62442	ADD1	4
62443	GGT6	17
62444	ZFAND2B	2
62445	CXCR6	3
62446	NULL	17
62447	NRBF2P2	3
62448	TXNP4	17
62449	RNU6-488P	3
62450	VN1R1	19
62451	SMTNL2	17
62452	ANGPTL6	19
62453	PROS1	3
62454	LINC01996	17
62455	RNU6-955P	17
62456	IGSF3	1
62457	ALOX15	17
62458	LMTK3	19
62459	OASL2P	12
62460	NULL	12
62461	NULL	12
62462	SNORA70	12
62463	NULL	12
62464	OASL	12
62465	MBD3L4	19
62466	CGB3	19
62467	PELP1	17
62468	HRNR	1
62469	KDM1A	1
62470	MIER2	19
62471	MRGPRX3	11
62472	OR5AN1	11
62473	PLEKHA8P1	12
62474	OR10D3	11
62475	NULL	2
62476	ZNF266	19
62477	NULL	12
62478	ABCB6	2
62479	NULL	12
62480	OR51L1	11
62481	NULL	12
62482	NULL	12
62483	OR8J1	11
62484	U6	12
62485	NULL	12
62486	OR8D4	11
62487	Y_RNA	12
62488	RNU6-494P	12
62489	NULL	12
62490	Y_RNA	12
62491	OR4S2	11
62492	NULL	12
62493	NULL	12
62494	SRSF8	11
62495	NULL	12
62496	NULL	12
62497	OR8H2	11
62498	OR4D9	11
62499	ANO6	12
62500	NULL	17
62501	NULL	17
62502	NULL	17
62503	PSMC3	11
62504	ARRB2	17
62505	RNF225	19
62506	Y_RNA	3
62507	RNU6-511P	3
62508	HMGN1P7	3
62509	STX19	3
62510	HNRNPCL1	1
62511	GLUL	1
62512	DHFR2	3
62513	SMARCA4	19
62514	NSUN3	3
62515	RBBP4P2	3
62516	NULL	2
62517	ARL13B	3
62518	ATG9A	2
62519	PRKG2	4
62520	SHC1	1
62521	ADGRL3	4
62522	ASCL2	11
62523	TMEM262	11
62524	TCTN2	12
62525	OR52N5	11
62526	OR56A4	11
62527	MED11	17
62528	OR52A5	11
62529	OR8D1	11
62530	NULL	17
62531	OR5B3	11
62532	CXCL16	17
62533	RPL35AP8	3
62534	MAP6	11
62535	VIPR1	3
62536	ZMYND15	17
62537	OR8H1	11
62538	OR52A1	11
62539	OR5A2	11
62540	OR10G7	11
62541	OR52N1	11
62542	OR5B2	11
62543	OR5M3	11
62544	NULL	12
62545	OR8B8	11
62546	HMGA1P3	12
62547	ARPC3	12
62548	STARD10	11
62549	TM4SF5	17
62550	ANKZF1	2
62551	VMO1	17
62552	GLTPD2	17
62553	NULL	17
62554	PSMB6	17
62555	GPN3	12
62556	C17orf114	17
62557	PLD2	17
62558	KIF25	6
62559	NULL	11
62560	VIPR1-AS1	3
62561	CASP12	11
62562	OR10C1	6
62563	METTL11B	1
62564	OR2W1	6
62565	ELAVL4	1
62566	ZSCAN31	6
62567	RPL31P49	12
62568	FAM216A	12
62569	GLB1L	2
62570	CASP4LP	11
62571	SEC22C	3
62572	CASP4	11
62573	VPS29	12
62574	METTL24	6
62575	MAP7	6
62576	NULL	12
62577	NULL	12
62578	NULL	11
62579	RAD9B	12
62580	COA6	1
62581	CASP5	11
62582	MINK1	17
62583	CORT	1
62584	STK16	2
62585	AHCTF1	1
62586	SS18L2	3
62587	C4orf47	4
62588	NKTR	3
62589	SGMS2	4
62590	CASP1	11
62591	CNOT6L	4
62592	TUBA4B	2
62593	PTPRN	2
62594	PPTC7	12
62595	RN7SL387P	12
62596	HVCN1	12
62597	CCDC158	4
62598	NULL	3
62599	NULL	3
62600	RN7SL567P	3
62601	KLHL40	3
62602	P3R3URF	1
62603	FRRS1	1
62604	PPP1CC	12
62605	IL20RA	6
62606	HHATL	3
62607	NULL	4
62608	RNU6-145P	4
62609	MIR4450	4
62610	MIR548AH	4
62611	LRRC7	1
62612	NULL	11
62613	CASP1P2	11
62614	CARD17	11
62615	CASP1P1	11
62616	SGK1	6
62617	OR2AL1P	11
62618	NULL	11
62619	CARD16	11
62620	Metazoa_SRP	11
62621	Y_RNA	11
62622	CENATAC-DT	11
62623	CENATAC	11
62624	NULL	12
62625	NULL	12
62626	RPL29P25	12
62627	NULL	3
62628	HHATL-AS1	3
62629	CCDC13	3
62630	TCTN1	12
62631	ATP6V0CP1	17
62632	RN7SL784P	17
62633	CHRNE	17
62634	SCGB2B2	19
62635	C19orf12	19
62636	NULL	3
62637	C17orf107	17
62638	NULL	3
62639	CCDC13-AS1	3
62640	GP1BA	17
62641	ATP6V1G3	1
62642	RPL23AP64	11
62643	MIR153-1	2
62644	LINC02158	3
62645	NULL	2
62646	NULL	11
62647	IRGQ	19
62648	HIGD1A	3
62649	RESP18	2
62650	NULL	11
62651	NULL	17
62652	RPS25	11
62653	MIR5010	17
62654	PTP4A2P1	17
62655	NAGLU	17
62656	ZNF738	19
62657	F13B	1
62658	NHEJ1	2
62659	CGB7	19
62660	SLC1A6	19
62661	NULL	17
62662	NULL	3
62663	LEPR	1
62664	HSD17B1P1	17
62665	HSD17B1-AS1	17
62666	ACKR2	3
62667	HSD17B1	17
62668	TRAPPC4	11
62669	CYP8B1	3
62670	NULL	2
62671	HNRNPA1P22	3
62672	ZBTB47	3
62673	ECRG4	2
62674	COASY	17
62675	NULL	3
62676	NULL	19
62677	UXS1	2
62678	IQCF1	3
62679	IQCF4P	3
62680	IQCF3	3
62681	NULL	11
62682	SLC37A4	11
62683	IQCF2	3
62684	MYO9B	19
62685	PSMC3IP	17
62686	RN7SL504P	3
62687	IQCF5-AS1	3
62688	IQCF5	3
62689	PBX1	1
62690	PARP3	3
62691	GNL1	6
62692	TATDN2	3
62693	NULL	2
62694	NULL	2
62695	RPL22P10	2
62696	SRSF3P4	2
62697	MED15P9	2
62698	CCDC74B	2
62699	PSMD4	1
62700	MIR885	3
62701	LINC01988	3
62702	TUBA1A	12
62703	ZNF445	3
62704	POM121L2	6
62705	NULL	17
62706	RETREG3	17
62707	TUBA1C	12
62708	ZNF852	3
62709	DST	6
62710	EI24P3	3
62711	NULL	3
62712	SIGLEC5	19
62713	ZKSCAN7	3
62714	MZT2B	2
62715	NULL	11
62716	TAGLN2	1
62717	HYOU1	11
62718	NULL	12
62719	NULL	12
62720	NULL	12
62721	PRPH	12
62722	NULL	17
62723	ATP5MGP7	17
62724	HMGB3P27	17
62725	ZSCAN5A	19
62726	TUBG2	17
62727	TUBA3E	2
62728	PEA15	1
62729	NULL	2
62730	RHOQP3	2
62731	NOC2LP1	2
62732	PLEKHH3	17
62733	DUSP28	2
62734	CD84	1
62735	KRT18P52	2
62736	AK2P2	2
62737	NULL	2
62738	DPY30	2
62739	KCTD15	19
62740	TROAP	12
62741	ZKSCAN7-AS1	3
62742	ZNF660	3
62743	NULL	2
62744	SLC30A6-DT	2
62745	MPRIPP1	3
62746	H6PD	1
62747	SLC30A6	2
62748	ZNF197	3
62749	FOXD2	1
62750	RBM8A	1
62751	ZNF567	19
62752	NPEPPS	17
62753	ZNF582	19
62754	ZNF197-AS1	3
62755	DDOST	1
62756	ZNF35	3
62757	DDX50P1	2
62758	RNU6-647P	2
62759	NLRC4	2
62760	ZNF439	19
62761	NBL1	1
62762	LILRB1	19
62763	NULL	3
62764	SOCS5P3	3
62765	SCN10A	3
62766	SCN1A	2
62767	C1QL4	12
62768	DNAJC22	12
62769	PRG4	1
62770	NULL	12
62771	NULL	12
62772	MIR6762	12
62773	PLBD2	12
62774	CAPN7	3
62775	ZFP30	19
62776	VPS72	1
62777	SDS	12
62778	ZNF559-ZNF177	19
62779	NULL	11
62780	VPS11-DT	11
62781	VPS11	11
62782	SDSL	12
62783	ST3GAL3	1
62784	C19orf47	19
62785	LHX5	12
62786	SH3BP5-AS1	3
62787	SH3BP5	3
62788	LHX5-AS1	12
62789	SLC8B1	12
62790	LILRB3	19
62791	HMBS	11
62792	RPL7P13	2
62793	SNORA75	2
62794	NRXN1	2
62795	LINC01973	17
62796	RNU1-80P	17
62797	TNRC6C	17
62798	RNU6-454P	3
62799	HMGN2P7	3
62800	RAB5B	12
62801	METTL6	3
62802	ZNF226	19
62803	NULL	17
62804	UBE2V2P2	17
62805	RNU6-625P	17
62806	TMC6	17
62807	EAF1	3
62808	RNU6-1024P	3
62809	EAF1-AS1	3
62810	NULL	12
62811	SUOX	12
62812	COLQ	3
62813	ZNF841	19
62814	KLK12	19
62815	IKZF4	12
62816	ZNF544	19
62817	TMC8	17
62818	MIR4270	3
62819	NULL	3
62820	RN7SL110P	3
62821	HACL1	3
62822	NULL	12
62823	NULL	12
62824	RPS26	12
62825	NULL	2
62826	MTCO1P42	2
62827	ZNF233	19
62828	NULL	2
62829	MIR8485	2
62830	NULL	2
62831	NULL	2
62832	NULL	2
62833	RNA5SP111	2
62834	SLC38A11	2
62835	NULL	12
62836	ZNF534	19
62837	PA2G4	12
62838	C17orf99	17
62839	H2AX	11
62840	C2CD2L	11
62841	ZNF836	19
62842	EIF5AP2	17
62843	TK1	17
62844	TNPO2	19
62845	SCN3A	2
62846	AFMID	17
62847	NULL	12
62848	RPL41	12
62849	ESYT1	12
62850	HINFP	11
62851	NULL	17
62852	BIRC5	17
62853	SYNE1	6
62854	ABCG4	11
62855	BTD	3
62856	GATAD2A	19
62857	ZC3H10	12
62858	TMEM235	17
62859	NULL	12
62860	NULL	12
62861	NLRX1	11
62862	NULL	12
62863	MYL6B	12
62864	NULL	17
62865	THA1P	17
62866	ZNF320	19
62867	MAPRE1P3	2
62868	MIR3134	3
62869	NULL	17
62870	NULL	3
62871	NULL	2
62872	NULL	3
62873	RNU7-9P	2
62874	LINC01993	17
62875	NULL	2
62876	RN7SL4P	3
62877	SEMA3B-AS1	3
62878	RNU6-613P	2
62879	KRBA2	17
62880	FBXO36	2
62881	SEMA3B	3
62882	CAVIN1	17
62883	RNU7-97P	17
62884	MIR548AT	17
62885	NULL	17
62886	RNU6-964P	2
62887	FBXO36-IT1	2
62888	RNU6-1027P	2
62889	SLC16A14	2
62890	SIGLECL1	19
62891	STAT3	17
62892	RNY4P19	2
62893	SCYGR9	2
62894	SCYGR2	2
62895	MYL6	12
62896	SCYGR10	2
62897	SCYGR3	2
62898	NULL	2
62899	ZNF761	19
62900	SCYGR4	2
62901	NRTN	19
62902	SCYGR5	2
62903	SLC19A3	2
62904	ZNF383	19
62905	ZNF224	19
62906	PDZD3	11
62907	SCYGR6	2
62908	ZNF551	19
62909	SCYGR7	2
62910	SCYGR8	2
62911	RNA5SP121	2
62912	SNRPGP8	2
62913	NULL	2
62914	MIR6872	3
62915	NULL	19
62916	LSMEM2	3
62917	CCL20	2
62918	ZNF154	19
62919	ZNF671	19
62920	HYAL3	3
62921	TDGF1P2	2
62922	ZNF776	19
62923	DAW1	2
62924	ZSCAN4	19
62925	NAA80	3
62926	ZNF780A	19
62927	CCDC153	11
62928	SMARCC2	12
62929	NULL	3
62930	NULL	2
62931	MANEA	6
62932	Y_RNA	2
62933	NULL	3
62934	NULL	2
62935	CBL	11
62936	NULL	3
62937	RN7SKP222	3
62938	GLI2	2
62939	FGF12-AS1	3
62940	FGF12-AS2	3
62941	FGF12-AS3	3
62942	NULL	3
62943	RNU1-20P	3
62944	NULL	6
62945	MRPS22	3
62946	NULL	6
62947	KRT18P64	6
62948	LINC02535	6
62949	DUTP5	6
62950	NULL	19
62951	TPT1P6	6
62952	ZNF888	19
62953	NT5E	6
62954	NULL	19
62955	ZNF816-ZNF321P	19
62956	ZNF321P	19
62957	NULL	2
62958	Y_RNA	2
62959	NULL	2
62960	ZNF816	19
62961	NULL	2
62962	NULL	2
62963	RNU6-262P	11
62964	SP140	2
62965	MCAM	11
62966	NULL	6
62967	ZNF347	19
62968	ZNF665	19
62969	DNAJB11	3
62970	NULL	19
62971	NULL	19
62972	NDUFV2P1	19
62973	ZNF677	19
62974	NMBR	6
62975	NULL	19
62976	PGBD1	6
62977	VN1R2	19
62978	VN1R4	19
62979	TSEN2	3
62980	NULL	19
62981	FAM90A27P	19
62982	BIRC8	19
62983	ZNF160	19
62984	STK19	6
62985	MIR6756	11
62986	NULL	11
62987	NULL	11
62988	NULL	11
62989	GRK2	11
62990	NULL	3
62991	PLXNB1	3
62992	NULL	12
62993	RNF41	12
62994	NULL	2
62995	ANKRD13D	11
62996	NRM	6
62997	ZEB2	2
62998	NABP2	12
62999	MMS22L	6
63000	SSH3	11
63001	RAB5C-AS1	17
63002	KCNH4	17
63003	SLC39A5	12
63004	HCRT	17
63005	GHDC	17
63006	BTN1A1	6
63007	ANKRD52	12
63008	AK9	6
63009	CCDC51	3
63010	NULL	11
63011	STAT5B	17
63012	RAD9A	11
63013	COQ10A	12
63014	TMA7	3
63015	NULL	3
63016	TREX1	3
63017	H3C6	6
63018	NULL	12
63019	TAAR1	6
63020	PFKFB4	3
63021	NULL	17
63022	NULL	17
63023	C6orf52	6
63024	MIR6752	11
63025	NULL	17
63026	NULL	17
63027	CS	12
63028	NULL	17
63029	PITPNM1	11
63030	SPECC1-DT	17
63031	NULL	17
63032	KCTD9P1	17
63033	RNU6-258P	17
63034	RNU6-1057P	17
63035	RNU6-467P	17
63036	NULL	17
63037	Metazoa_SRP	17
63038	UPF3AP2	17
63039	PTP4A1	6
63040	ZNF207	17
63041	NULL	2
63042	NULL	2
63043	ZEB2-AS1	2
63044	TIAM2	6
63045	NULL	2
63046	NULL	2
63047	NULL	2
63048	NULL	2
63049	LINC01412	2
63050	DYTN	2
63051	LPIN1	2
63052	CDK2AP2	11
63053	CABP2	11
63054	SLC47A2	17
63055	SLC1A7	1
63056	NULL	11
63057	GSTP1	11
63058	MIR6823	3
63059	UCN2	3
63060	MIR711	3
63061	UQCRC1	3
63062	C11orf72	11
63063	NULL	11
63064	NDUFV1	11
63065	CASP8	2
63066	NULL	12
63067	NULL	12
63068	NULL	12
63069	CNPY2	12
63070	ZNF692	1
63071	ZSCAN12	6
63072	DHRS7C	17
63073	MEI4	6
63074	TMEM181	6
63075	TMEM89	3
63076	TVP23C	17
63077	SLC26A6	3
63078	ZNF184	6
63079	GPR6	6
63080	USP49	6
63081	PAN2	12
63082	NULL	6
63083	UFL1	6
63084	FHL5	6
63085	RPS7P8	6
63086	RNU4-70P	6
63087	TYMSP1	6
63088	NULL	6
63089	CLUH	17
63090	INTS11	1
63091	DOC2GP	11
63092	NUDT8	11
63093	ACY3	11
63094	NULL	2
63095	NULL	2
63096	PRPF40A	2
63097	NULL	11
63098	ALDH3B2	11
63099	RPL37P2	11
63100	UNC93B5	11
63101	OR7E145P	11
63102	NULL	11
63103	NULL	11
63104	NULL	11
63105	FOLR3	11
63106	FOXO3B	17
63107	IL23A	12
63108	MIF4GD	17
63109	SLC22A6	11
63110	MIR6824	3
63111	CELSR3	3
63112	ARL6IP6	2
63113	STAT2	12
63114	NULL	2
63115	UBQLN4P2	2
63116	BAHCC1	17
63117	CLHC1	2
63118	SLC22A8	11
63119	CCDC144A	17
63120	MIR4793	3
63121	NULL	2
63122	NCKIPSD	3
63123	CDPF1P1	2
63124	MTIF2	2
63125	NULL	11
63126	TUBAP7	11
63127	SLC22A24	11
63128	RPL29P22	11
63129	SLC22A25	11
63130	RNU7-40P	12
63131	APOF	12
63132	APONP	12
63133	NULL	12
63134	PRORSD1P	2
63135	SLCO1B1	12
63136	LINC02585	3
63137	NULL	3
63138	NULL	2
63139	NULL	11
63140	CCND2P1	11
63141	C17orf58	17
63142	IP6K2	3
63143	NULL	11
63144	SLC22A10	11
63145	KRT32	17
63146	Y_RNA	2
63147	SOCS3	17
63148	TRIP12	2
63149	SLC22A9	11
63150	IAPP	12
63151	ERBB2	17
63152	PYROXD1	12
63153	TRIM5	11
63154	ELOCP31	12
63155	RECQL	12
63156	COL7A1	3
63157	GOLT1B	12
63158	HPX	11
63159	SYNGR2	17
63160	SPX	12
63161	FGGY	1
63162	YARS2	12
63163	NULL	12
63164	BCAS3	17
63165	NULL	12
63166	RPL35AP27	12
63167	TRIM3	11
63168	NULL	12
63169	MIR4701	12
63170	ADCY6-DT	12
63171	NULL	12
63172	Y_RNA	12
63173	CACNB3	12
63174	ARFIP2	11
63175	NULL	2
63176	PRELID1P6	2
63177	RPS4XP5	2
63178	DISC1	1
63179	RPL27P6	2
63180	CSP1	2
63181	HNRNPA1P66	2
63182	MDH1	2
63183	NULL	11
63184	DDX23	12
63185	TIMM10B	11
63186	MKRN2	3
63187	RNU6-111P	2
63188	NULL	2
63189	NULL	2
63190	NULL	11
63191	RPSAP28	2
63192	ALMS1-IT1	2
63193	NULL	2
63194	NAT8	2
63195	ZMAT3	3
63196	DNHD1	11
63197	ALMS1P1	2
63198	NAT8B	2
63199	TPRKB	2
63200	RND1	12
63201	Y_RNA	3
63202	NULL	3
63203	PIK3CA	3
63204	SLFN12	17
63205	ADCY6	12
63206	NULL	2
63207	NULL	2
63208	TAOK1	17
63209	DUSP11	2
63210	MPHOSPH9	12
63211	C2orf78	2
63212	ABI2	2
63213	TPP1	11
63214	TEX14	17
63215	ARPC4	3
63216	PIGX	3
63217	CDK2AP1	12
63218	GORASP1	3
63219	NULL	12
63220	RNA5SP375	12
63221	SBNO1	12
63222	GTF3C2-AS1	2
63223	MYO18A	17
63224	NULL	2
63225	EIF2B4	2
63226	Y_RNA	12
63227	SBNO1-AS1	12
63228	MIR8072	12
63229	C12orf65	12
63230	TXNRD3	3
63231	DHX37	12
63232	NULL	11
63233	NULL	11
63234	OR10A4	11
63235	FADS2	11
63236	HTR1F	3
63237	ABHD14B	3
63238	BRI3BP	12
63239	THRIL	12
63240	NULL	12
63241	AACS	12
63242	SNX17	2
63243	OSBPL10	3
63244	TRMT112	11
63245	CREBZF	11
63246	OR9G1	11
63247	OR4D10	11
63248	NCR3LG1	11
63249	NULL	11
63250	SDHCP4	11
63251	HTR3B	11
63252	TLR9	3
63253	ZNF513	2
63254	GLT8D1	3
63255	SLC30A10	1
63256	PPM1G	2
63257	PLA2G2F	1
63258	MFSD2A	1
63259	NULL	12
63260	NULL	12
63261	NULL	12
63262	NULL	12
63263	ZBTB16	11
63264	NULL	12
63265	GRIN2B	12
63266	ASIC2	17
63267	FTH1P3	2
63268	NRBP1	2
63269	NULL	11
63270	NULL	11
63271	NUCB2	11
63272	MLX	17
63273	KRAS	12
63274	RFC4	3
63275	LLPH	12
63276	UBE2J2	1
63277	NULL	12
63278	LLPH-DT	12
63279	TMBIM4	12
63280	NULL	11
63281	GAS7	17
63282	NULL	11
63283	NULL	11
63284	USH1C	11
63285	KRTCAP3	2
63286	C3orf80	3
63287	OR5K1	3
63288	OGG1	3
63289	NULL	2
63290	RNU6-986P	2
63291	FNDC4	2
63292	OLFM3	1
63293	GCKR	2
63294	PRXL2B	1
63295	IRAK3	12
63296	IFT172	2
63297	STAC	3
63298	RBMS1P1	12
63299	MIR6502	12
63300	NULL	12
63301	PDCL3P7	12
63302	OTOG	11
63303	RN7SKP166	12
63304	HELB	12
63305	DCST1	1
63306	SPECC1	17
63307	GRIP1	12
63308	TMEM207	3
63309	NULL	11
63310	DPM3	1
63311	PLSCR5	3
63312	RHOC	1
63313	OLFML1	11
63314	OXTR	3
63315	NULL	17
63316	FMNL1-DT	17
63317	PPFIBP2	11
63318	NR1I2	3
63319	FMNL1	17
63320	KNG1	3
63321	RXFP4	1
63322	CATSPER4	1
63323	SLC66A1L	3
63324	SHISA4	1
63325	MRPS10P2	3
63326	OSBPL9P5	12
63327	ITPR1-DT	3
63328	OSBPL9P4	12
63329	EGOT	3
63330	NULL	12
63331	NULL	3
63332	NULL	3
63333	GRHL3	1
63334	NULL	12
63335	RAB11AP2	12
63336	BHLHE40-AS1	3
63337	NULL	17
63338	SLC11A2	12
63339	EFCAB15P	17
63340	PHF7	3
63341	MAP3K14-AS1	17
63342	SPATA32	17
63343	MAP3K14	17
63344	GBP6	1
63345	NULL	1
63346	NULL	1
63347	NPPA	1
63348	NULL	1
63349	NPPB	1
63350	SBF1P2	1
63351	RPS17P7	2
63352	SEMA3G	3
63353	NULL	1
63354	RNA5SP443	17
63355	NULL	17
63356	NULL	17
63357	CLASP1-AS1	2
63358	NULL	17
63359	RNU4ATAC	2
63360	Y_RNA	2
63361	RNU5E-1	1
63362	KRT222	17
63363	NIFK-AS1	2
63364	RNU5E-4P	1
63365	KIAA2013	1
63366	NULL	11
63367	CYB5R2	11
63368	TNNC1	3
63369	PLOD1	1
63370	RPL12P15	2
63371	KRT224P	17
63372	KRT24	17
63373	NULL	2
63374	NPM1P32	2
63375	NIFK	2
63376	NISCH	3
63377	KRT223P	17
63378	KRT25	17
63379	KRT26	17
63380	TSN	2
63381	KRT27	17
63382	KRT28	17
63383	NULL	2
63384	NULL	11
63385	NULL	11
63386	NULL	17
63387	NULL	11
63388	LINC01823	2
63389	KRT10	17
63390	OR10AB1P	11
63391	OR5P4P	11
63392	OR5P1P	11
63393	BUD13	11
63394	RDH16	12
63395	TMEM99	17
63396	DNAJC14	12
63397	DNAH1	3
63398	NULL	2
63399	NULL	17
63400	NULL	11
63401	ACVR2A	2
63402	KRT12	17
63403	ZPR1	11
63404	ACTR6	12
63405	KRT20	17
63406	NULL	1
63407	NULL	1
63408	MIIP	1
63409	KRT23	17
63410	Y_RNA	1
63411	MIR6729	1
63412	RN7SL649P	1
63413	RNU6-1275P	2
63414	NULL	2
63415	TNFRSF8	1
63416	ORC4	2
63417	NULL	17
63418	CLIP1	12
63419	CSHL1	17
63420	APOA5	11
63421	NULL	3
63422	PTPN23	3
63423	GH1	17
63424	RNU6-777P	1
63425	NULL	11
63426	RPL23AP89	1
63427	NULL	11
63428	NULL	1
63429	APOA4	11
63430	MIR7846	1
63431	MIR4632	1
63432	Y_RNA	1
63433	RBBP4	1
63434	APOC3	11
63435	MBD5	2
63436	NULL	17
63437	APOA1	11
63438	CD79B	17
63439	SCAP	3
63440	APOA1-AS	11
63441	SIK3	11
63442	SCN4A	17
63443	NULL	2
63444	NULL	2
63445	NULL	2
63446	USP12P2	2
63447	RPS29P8	2
63448	RGPD5	2
63449	NULL	17
63450	PRR29-AS1	17
63451	PRR29	17
63452	SYNC	1
63453	NULL	3
63454	ST8SIA1	12
63455	ELP6	3
63456	NULL	1
63457	KIAA1522	1
63458	ICAM2	17
63459	ZNF140	12
63460	S100PBP	1
63461	LIMS3	2
63462	ERN1	17
63463	BOLA2P2	3
63464	RN7SL870P	3
63465	CSPG5	3
63466	NULL	2
63467	CLEC2B	12
63468	FNDC5	1
63469	NULL	2
63470	NUAK1	12
63471	NULL	2
63472	NULL	3
63473	NULL	17
63474	GPAA1P1	2
63475	HIGD2AP2	3
63476	SNHG25	17
63477	NULL	3
63478	HPCA	1
63479	ZBTB45P1	2
63480	SNORD104	17
63481	SHOX2	3
63482	NULL	17
63483	LINC01123	2
63484	SNORA50C	17
63485	TBC1D15	12
63486	RNY4P6	11
63487	NULL	11
63488	NULL	2
63489	NULL	11
63490	TEX2	17
63491	NULL	11
63492	OR56A3	11
63493	NULL	2
63494	TMEM54	1
63495	NULL	2
63496	OR51M1	11
63497	MIR4267	2
63498	MALL	2
63499	OR51I2	11
63500	BSCL2	11
63501	MIR4436B1	2
63502	ACTR1AP1	2
63503	NULL	3
63504	NULL	3
63505	NULL	3
63506	NULL	3
63507	NULL	2
63508	NULL	1
63509	NULL	1
63510	MLF1	3
63511	CLCC1	1
63512	NULL	2
63513	MALLP1	2
63514	MIR4436B2	2
63515	NULL	2
63516	NULL	2
63517	NULL	2
63518	LINC01106	2
63519	ZBTB45P2	2
63520	GPAA1P2	2
63521	NULL	2
63522	NULL	2
63523	UFC1	1
63524	NULL	2
63525	NPHP1	2
63526	OR52K2	11
63527	OR52K1	11
63528	MAPT	17
63529	NULL	1
63530	OR52M2P	11
63531	OR1S2	11
63532	USP21	1
63533	CCDC87	11
63534	CCS	11
63535	H1-7	12
63536	ZDHHC17	12
63537	RNU4-39P	11
63538	RBM14	11
63539	MTAPP1	3
63540	PPOX	1
63541	NULL	3
63542	RSRC1	3
63543	RBM14-RBM4	11
63544	RBM4	11
63545	HOXC5	12
63546	SIRT4	12
63547	RBM4B	11
63548	OR2AP1	12
63549	OR6C2	12
63550	CLEC4A	12
63551	RN7SL12P	11
63552	C1QBPP2	11
63553	FTLP6	11
63554	NULL	11
63555	B4GALT3	1
63556	NULL	11
63557	RNU6-874P	11
63558	ZNF123P	11
63559	ARHGAP32	11
63560	NPHP3	3
63561	SLC16A3	17
63562	PHLDA1	12
63563	GLT8D2	12
63564	ADAMTS4	1
63565	LINC01940	2
63566	MIR4440	2
63567	MIR4441	2
63568	NULL	2
63569	NULL	2
63570	MIR4269	2
63571	MIR2467	2
63572	HDAC4-AS1	2
63573	NULL	2
63574	LIN7A	12
63575	NULL	2
63576	NULL	2
63577	FCER1G	1
63578	HDAC4	2
63579	NULL	17
63580	APOA2	1
63581	C12orf71	12
63582	DHX30	3
63583	FIGNL2	12
63584	MPP2	17
63585	PXN	12
63586	TOMM40L	1
63587	ANO5	11
63588	MIR5187	1
63589	NR1I3	1
63590	NULL	3
63591	MIR1226	3
63592	Y_RNA	3
63593	VPS26BP1	3
63594	NULL	3
63595	RN7SL664P	3
63596	NULL	3
63597	CDC25A	3
63598	LCLAT1	2
63599	NOSTRIN	2
63600	SNRPFP4	3
63601	RNU7-128P	3
63602	KLRC2	12
63603	NDUFB1P1	3
63604	NULL	11
63605	MIR4443	3
63606	CAMP	3
63607	OR52M1	11
63608	C11orf40	11
63609	OR5M13P	11
63610	OR5M1	11
63611	ZNF589	3
63612	OR5AM1P	11
63613	OR5M12P	11
63614	OR5AP1P	11
63615	OR51F2	11
63616	OR51F1	11
63617	OR1S1	11
63618	OR8K3	11
63619	OR8B3	11
63620	OR8B2	11
63621	OR10A3	11
63622	OR10A2	11
63623	OR5A1	11
63624	MRPS18AP1	3
63625	OR51G2	11
63626	Y_RNA	3
63627	ZNF891	12
63628	OR51A7	11
63629	OR52E4	11
63630	NME6	3
63631	OR5T1	11
63632	LMBR1L	12
63633	NULL	11
63634	NULL	11
63635	NULL	11
63636	ART2BP	11
63637	ART2P	11
63638	NULL	11
63639	NULL	11
63640	LINC01537	11
63641	PDE2A-AS2	11
63642	KCNJ11	11
63643	OR4C6	11
63644	OR6A2	11
